"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"森林遊樂區","Forest Recreation Areas","東眼山國家森林遊樂區","Dongyanshan National Forest Recreation Area","8279","12301","13636","16726","19343","15530","24895","18276","11785","14341","10542","10237","6066","12916","11244","11681","10975","21735","27393","19232","16085","24788","15625","10533","8256","19311","15676","14980","22123","30766","44020","37241","28278","38814","28406","15231","17806","19645","17552","25115","11417","0","9929","20696","27988","22122","21062","14348","10983","8780","13569","15469","10305","21105","41962","35536","19511","15413","17381","7627","1092587"
"森林遊樂區","Forest Recreation Areas","八仙山國家森林遊樂區","Basianshan National Forest Recreation Area","7528","11384","8054","13830","11439","10850","12730","11620","12392","12404","8646","11940","8767","13898","9932","9345","7286","11790","13274","7715","12269","16863","15627","12516","10924","10509","6011","6668","8309","12087","21179","25940","20078","33219","22663","20707","14617","17284","11924","14808","7694","114","1958","5507","8855","16890","18659","20890","14965","13995","13727","12008","6758","8888","19821","20570","17667","19610","17885","17557","793044"
"森林遊樂區","Forest Recreation Areas","大雪山國家森林遊樂區","Dasyueshan National Forest Recreation Area","5839","8444","6444","10717","17537","18891","22813","18746","13697","16039","11880","18487","7402","12479","8927","10269","6602","15543","20449","10251","15765","19722","15516","16293","9314","10600","9656","10574","16358","26035","40614","35772","23842","33285","24263","27057","10420","12509","9906","12446","9950","373","4548","9904","17873","19150","13956","18794","13016","10365","9175","11405","9147","14056","31339","25631","14236","18228","14255","17475","924279"
"森林遊樂區","Forest Recreation Areas","奧萬大國家森林遊樂區","Aowanda National Forest Recreation Area","18154","17173","6439","6650","4625","6259","8989","6542","4587","15543","36272","61506","13527","16745","8152","4581","2305","11713","7852","3816","6385","16970","38017","50734","15750","18497","6296","5724","4624","6722","17408","12833","7739","21421","56324","72058","19292","20179","9056","6066","3388","738","2606","3634","5969","13191","34631","59266","33869","19853","10471","6488","4368","2989","11201","7659","5552","13844","32878","49233","995353"
"森林遊樂區","Forest Recreation Areas","惠蓀林場","Huisun Forest Recreation Area","7708","12051","7611","15411","15634","13849","17273","13350","13080","15354","11359","16960","10493","19663","12164","13843","8537","11999","14262","7152","16140","16455","13920","10082","10749","10954","6611","7958","8545","15612","17117","17954","13233","18359","13273","11238","9553","15930","8713","12469","5693","0","2561","5624","10009","15924","15096","12429","9010","12441","9418","9301","4038","6229","13988","13568","10844","14108","10734","10416","704049"
"森林遊樂區","Forest Recreation Areas","溪頭自然教育園區","Xitou Nature Education Area","96615","69300","117298","149853","178079","159213","195008","162079","165020","156055","142045","132915","98746","101280","123878","135712","121009","151264","202561","139557","195241","185369","161793","129593","92091","93097","91118","81190","111620","180437","234411","189146","179940","175803","153345","128186","103691","87330","130477","147719","81988","0","9989","72945","127233","140169","147699","135629","83870","79494","117015","101027","53811","89887","179605","177151","157514","151151","142810","134323","7832394"
"森林遊樂區","Forest Recreation Areas","合歡山國家森林遊樂區","Hehuanshan National Forest Recreation Area","2189","2465","2507","3017","4064","2965","3331","3338","2309","3341","3187","2961","2390","2387","2302","2921","2890","2654","3306","2320","3037","3489","3030","2805","2375","2260","2396","2313","2141","3070","3560","3448","3250","3367","3070","2668","2193","2380","2462","3066","1827","0","482","1107","1687","2057","2370","2388","1970","2063","2232","2864","1749","2228","3218","3125","2128","2399","2216","2180","153514"
"森林遊樂區","Forest Recreation Areas","雙流國家森林遊樂區","Shuangliu National Forest Recreation Area","5868","7918","6172","10652","6546","4473","5694","3553","3604","8512","6655","8192","6982","7923","6356","7748","5522","7734","5688","4119","8006","11508","11184","8475","8647","9390","7362","9804","8258","11489","16217","12748","12327","22827","17526","18444","13009","15182","12905","13301","8010","0","3275","6336","8767","13155","13592","13755","6662","14810","13322","12596","9067","12600","16622","16202","13300","14256","13391","15083","603321"
"森林遊樂區","Forest Recreation Areas","知本國家森林遊樂區","Jhihben National Forest Recreation Area","8415","14524","11031","14679","8306","5223","9628","8604","5273","8121","11090","19824","14376","15392","10596","10289","7686","6222","10778","7091","7282","13208","14993","14137","16733","14403","6642","5936","5360","10460","18962","19287","14532","24995","16752","18839","17850","22338","13790","15804","6860","0","1792","7407","7405","9783","14676","23198","18574","20632","15319","12098","8576","7155","15513","14455","10659","11539","12656","17880","735628"
"森林遊樂區","Forest Recreation Areas","萬瑞森林樂園","Wanjui Forest Recreational Area","518","1563","1222","3572","1207","1360","1903","1786","3411","2486","1679","2172","1491","2603","1017","2710","1010","989","2223","1566","3218","5163","4699","5700","1508","762","513","441","277","1326","2291","2917","8736","7738","4541","3718","1105","2620","2208","6423","706","0","114","316","598","2048","3811","5872","837","1910","2283","1848","44","416","1410","3294","4103","3861","3268","2289","141420"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","初鹿牧場","Chulu Pasturage","15889","32521","12980","24804","11380","14048","40572","35225","14638","16741","15712","28542","20389","41873","19385","19367","13234","20369","49535","31795","17826","24597","17733","19208","36996","30010","14957","14980","11922","29930","60880","72367","25921","40230","27402","26059","33918","59272","26041","29730","12439","0","3042","21254","22760","28036","30929","34681","34059","50540","18686","17144","9413","20476","58494","52709","24324","22898","19673","25805","1606340"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","觀音蓮花園休閒農業區","Lotus Park Leisure Agriculture Area","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101836","128167","103634","158922","166191","170297","164554","205857","183984","213751","199451","182324","167708","144561","175402","170066","154585","176084","272451","229101","187383","205724","199900","179895","4241828"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","綠世界休閒農場","Green World","16550","56460","37500","48500","27700","22600","29500","26100","24300","32500","43900","31500","20200","66200","40200","40150","33900","29200","28450","29830","22650","42300","39500","21000","29740","30000","18000","16480","23950","32480","33500","36600","25700","42950","45050","24460","39700","51000","31820","53290","18400","0","5630","20950","22200","34400","45400","42700","25800","32400","45150","28140","16400","22200","32500","40000","23030","44600","44060","29225","1918595"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","南園人文客棧","The One","3251","3461","739","2108","3142","2250","1870","1710","2128","2159","2259","2227","1651","1585","1420","2372","2152","1642","1131","1423","1721","2178","2015","2019","2056","1232","1092","931","1919","1728","1941","2014","2079","2207","1235","1470","1133","1198","1420","1484","669","0","0","334","326","683","877","1202","679","549","617","693","180","225","452","335","343","592","491","498","83497"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","飛牛牧場","Flying Cow Ranch","13259","29655","26025","35285","19527","14683","16664","13519","21035","27123","26358","24453","14900","35341","25579","31124","16994","17727","16104","13719","18421","31666","26123","20085","22503","21309","15761","15282","15290","18621","18209","26697","21368","36108","29567","22401","24976","44262","23621","33318","10331","0","3017","14153","16247","25234","29620","24700","17938","29772","18113","20350","7345","11633","15648","16339","12366","21914","22923","18437","1260742"
"休閒農業區及休閒農場","Leisure Agriculture Areas and Leisure Farm","走馬瀨農場","Tsou-Ma-Lai Farm","17233","44892","20975","38507","16858","24075","16766","15294","12609","21790","21179","35765","16902","49639","31976","31614","25546","16713","11803","9688","16902","40161","22451","28983","26725","39472","11306","7734","3988","22222","10889","10198","9414","26160","18858","18011","12031","18929","13036","15231","6038","0","1366","2495","4715","10200","17853","28811","10975","18681","18729","16329","2869","3135","7321","7723","10007","15946","18287","23114","1077119"
"觀光地區","Tourist Areas","清水地熱公園","Qingshui Geothermal Park","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","111602","113205","91606","85346","26664","0","0","0","32455","62435","88988","114957","81201","101834","80843","67670","39082","53333","72112","58257","40968","50644","70763","91529","1535494"
"觀光地區","Tourist Areas","麗寶樂園渡假村","LihPao Resort","346853","544777","300097","418872","383805","452490","681443","586018","437011","404893","350005","443170","352391","479675","347229","369120","343108","409865","604649","579887","424231","356096","339426","489026","824555","554136","293862","254397","443248","573170","1013377","1152902","481935","516691","442859","497806","505905","638183","388135","518173","221445","53587","164165","412715","413050","548347","475574","616691","484774","584074","364002","297076","206378","340592","696121","783194","442098","512813","422879","519074","28102120"
"觀光地區","Tourist Areas","東勢林場遊樂區","Dongshi Forest Garden","7412","21128","10155","56643","18383","8907","11876","7785","8783","13569","12063","11947","8898","21057","12842","43217","14970","7911","9371","6877","6822","12881","11147","10140","13184","12858","7932","20571","19617","9940","13978","14902","8680","13997","8940","9488","7769","18151","7774","43757","11357","0","694","2875","4354","10609","10609","13278","10685","28165","13589","33058","33058","7203","17335","18984","10815","15780","15286","12923","856979"
