"類型","","遊憩據點","","107年1月","107年2月","107年3月","107年4月","107年5月","107年6月","107年7月","107年8月","107年9月","107年10月","107年11月","107年12月","108年1月","108年2月","108年3月","108年4月","108年5月","108年6月","108年7月","108年8月","108年9月","108年10月","108年11月","108年12月","109年1月","109年2月","109年3月","109年4月","109年5月","109年6月","109年7月","109年8月","109年9月","109年10月","109年11月","109年12月","110年1月","110年2月","110年3月","110年4月","110年5月","110年6月","110年7月","110年8月","110年9月","110年10月","110年11月","110年12月","111年1月","111年2月","111年3月","111年4月","111年5月","111年6月","111年7月","111年8月","111年9月","111年10月","111年11月","111年12月","小計"
"其他","Others","清境農場","Qingjing Farm","80863","116274","99898","112255","78588","95357","129108","128487","81546","117887","115898","148423","96069","140822","103609","102101","69933","95161","133219","101806","83626","118380","123630","128542","103628","86703","51273","38401","40787","78014","111686","119974","70479","103681","86968","76605","71949","101426","58527","62418","29131","0","18498","57414","60470","79352","82812","81831","62844","92438","62799","55108","19845","45031","104337","107426","58288","74211","73397","85775","5115008"
"其他","Others","武陵農場","Wuling Farm","24119","62109","48215","26039","16848","19987","32844","29871","16132","22185","38369","37869","29089","136131","49400","19930","11170","18717","29715","18109","18159","28769","50389","34202","31738","120875","34879","13598","13446","26794","39051","36160","22555","36731","61989","44349","34256","123665","64779","25895","9703","0","5908","14545","16122","26347","60295","51316","31070","157668","41007","20743","6404","17058","33649","28105","19327","21420","55266","42193","2207273"
"其他","Others","行政院農業委員會特有生物研究保育中心","Taiwan Endemic Species Research Institute","3237","3155","4457","6099","5562","3570","6667","5732","3261","5496","5413","3491","3153","2893","3747","4712","5239","3471","6079","4943","4147","8612","4597","2832","3498","4215","1414","0","3156","4762","7492","6924","5286","10446","8323","3443","4524","5220","4065","7376","2430","0","0","3441","4320","8553","5965","4290","4163","4840","4820","4682","1498","1945","7198","7596","4797","4935","7093","3060","276335"
"其他","Others","竹山天梯風景區","Jhushan Sky ladder Scenic Area","3797","6539","4716","7128","481","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5801","4951","2704","5223","2663","2761","838","1494","2652","2091","1624","2438","1924","1620","61445"
"其他","Others","天空之橋","The Nantou Panoramic Skywalk","18423","28274","21573","27996","15672","13477","18528","14997","13276","17560","17005","22388","15006","28499","17067","16535","10784","12763","13516","11738","14696","19004","17229","15126","20424","18335","11895","12954","10508","12098","12124","13690","10147","18398","15059","11990","14256","22367","12080","12714","4539","0","989","5699","7626","13279","13564","12714","9139","16441","8616","8357","4002","5111","8859","8793","6867","10775","8499","7538","811578"
"其他","Others","烏樹林休閒園區","Wu Shu Lin Recreational Park","4120","6958","9353","11193","8759","6119","5513","4293","5025","7331","7287","8615","5302","9436","8689","7254","6701","5261","4284","3391","6208","7099","7870","6224","5909","2872","1452","1061","1383","3744","3498","4075","4061","5818","7037","5970","4831","7582","6197","6477","3866","0","63","1096","2898","5777","10235","10235","4695","6440","7617","4815","1084","2117","3319","6088","6095","7191","7491","7163","332537"
"其他","Others","壽山動物園","Shoushan Zoo","66658","96416","60066","101276","44986","34453","71756","40852","36847","58527","53250","85280","58849","86018","67068","65690","39117","47847","38343","34480","50902","69605","57244","45495","64360","51637","36352","34309","29016","47711","51708","57454","34250","86018","61922","57584","64952","98265","59034","60955","20270","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90282","2417104"
"其他","Others","蓮池潭","Lotus Pond","323455","392018","319106","369010","338748","336816","333397","290502","335065","1800863","398120","391652","380722","506988","417607","390800","367235","368544","370403","370651","370752","1096208","368227","392163","502236","313404","180133","87304","85378","108034","193016","152728","159821","530288","164577","169463","179034","293248","175406","186048","67918","19085","17147","24827","27498","44906","73763","48090","80582","84884","78435","156142","138487","140271","212843","203979","167025","204335","204480","219448","16723315"
"其他","Others","高雄市文化中心","Kaohsiung  Cultural Center","202613","226156","196088","197109","203446","173124","180843","108265","134952","183830","213747","171717","184548","216490","173152","162016","157942","120171","111498","97306","122821","173865","160203","137333","154384","122074","118029","106329","82754","93931","113654","93936","94322","116643","128463","109651","115855","99148","97788","109598","61431","0","9641","47303","67563","99479","95195","82649","94277","153353","202502","169631","138974","148690","165156","174616","169528","146716","155731","170494","8118723"
"其他","Others","旗津風景區","Cijin Seaside","178457","233170","585701","322123","326023","325440","680096","622010","588647","636613","610532","751744","696788","765423","593836","478102","394415","400651","860933","354040","383953","418384","611582","751872","447952","350254","204872","166996","178474","245173","247714","250117","354489","353231","275237","279661","271261","377906","267798","292601","154147","63088","96060","157505","208889","276432","282805","273199","205246","146085","264210","761025","573069","747947","822797","685727","388051","469710","444218","469280","24623761"
"其他","Others","水產試驗所東部海洋生物研究中心（水族生態研究館）","Eastern Marine Biology Research Center of Fisheries Research Institute, COA (Aquatic Ecosystem Research Center)","991","1771","617","1459","693","1030","2890","2338","824","730","580","803","733","1636","816","854","742","805","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83","127","81","287","0","0","0","76","117","105","174","82","83","49","33","0","0","0","166","168","12","28","50","76","22109"
"其他","Others","慶修院","Chinxiu Temple","10971","12215","7685","21261","12771","18195","26628","29558","15179","12431","11776","23568","12686","27485","17138","15997","12831","17543","26729","18479","15182","21963","16218","12975","24830","21982","11349","12577","13511","27069","51936","60873","30618","41387","20959","20873","25153","36364","17178","22014","8508","0","3071","13889","14957","17699","20487","20967","17702","26058","15457","15215","6024","14830","41142","40918","24410","23631","15098","20917","1217117"
"其他","Others","花蓮縣石雕博物館","Hualien Stone Sculpture Museum","5905","3706","2903","15410","11715","4012","9282","10826","4996","2790","3656","3126","4124","2545","3729","3645","4714","4748","4769","5353","2777","7010","7603","5627","4968","2750","1266","1523","1962","2217","9070","7107","1298","7489","6547","2622","3867","5416","4103","1639","1706","0","301","531","905","1217","2250","1892","910","1765","1741","512","1036","510","3506","3269","1207","1225","2056","2062","227416"
"其他","Others","澄清湖","Chengching Lake","118237","130035","148965","180177","131078","140139","130809","115659","149780","156849","139164","159966","140799","142710","122933","125806","122674","101891","84352","72536","92078","115889","94106","108713","108884","113096","140869","144603","111964","101006","94532","88237","123055","125761","96238","105703","107707","129576","124898","119024","67936","21","37365","69543","105412","118754","117817","140259","118398","147774","140072","143938","116141","116893","128089","117224","136328","147637","141644","140406","7112149"
"其他","Others","新竹漁港"," Hsinchu Fishing Port","249256","170255","253749","351036","433546","657810","403177","391135","395786","421012","334124","255262","234473","236518","143985","291040","335523","357741","259493","377264","395835","385081","411435","341218","479471","372720","364945","451120","493943","430908","418991","457274","391052","490615","378543","296357","473319","448578","533721","434390","323991","307557","434118","282740","274224","269061","207825","136424","157671","165439","177777","188819","167380","190631","220244","177777","256438","240728","232702","167056","19580303"
"其他","Others","林口三井Outlet","MITSUI Outlet Park","0","0","0","0","0","0","0","0","0","0","0","0","700561","822104","778511","755448","767853","842705","835028","859684","756863","742913","779636","895216","965821","628462","543889","557954","730585","789228","823752","821162","668466","744471","713632","785236","721510","761457","652366","691771","339196","204476","260132","543005","439299","640685","579753","672262","566497","687551","537006","448380","409998","536109","623910","615714","522092","619276","620469","735567","31737661"
"其他","Others","草嶺","TsaoLing","16160","24240","40080","42240","36000","30000","39200","32320","33440","38000","45000","50400","52000","108000","43000","46000","43200","46000","46100","48800","51000","57600","58600","58000","62000","50000","28000","20000","50000","98000","78000","65000","60000","65000","66000","68000","50000","58000","90000","105000","15000","100","150","13000","14000","42000","49000","55000","108000","66000","61000","34000","23000","27000","34000","54000","34000","60000","64000","47600","2899230"
"其他","Others","墾丁海水浴場","Kenting Beach","11251","19066","20491","19289","19997","21338","20669","22307","19332","22633","19299","20022","18752","20775","21859","20194","20637","23703","22079","22052","20674","21946","19391","17573","17599","18745","19428","11850","20382","24829","25948","24014","23059","24199","20340","17149","13491","19056","24067","19930","10788","0","1079","10602","15236","20223","23059","21628","17493","14891","20674","16006","10178","18365","24517","22953","21546","19269","19161","17599","1134682"
"其他","Others","關渡自然公園","Guandu Nature Park","8108","4410","10932","13082","11162","8997","9733","8904","9565","24331","12683","10734","7912","5969","9504","11062","8813","7702","7145","6459","10135","18101","16665","12087","6339","8762","8770","9137","9534","7669","7518","7507","7672","16117","18203","9331","8605","7067","8062","9311","4445","0","552","4869","5421","7502","9798","8073","5114","5183","9037","7004","5131","5561","7474","6896","5717","7334","18499","8396","535805"
"其他","Others","美麗華摩天輪","Miramar Ferris Wheel","22450","23870","19291","20208","17109","17481","18135","20441","14160","19211","17060","24523","20961","23898","17390","17109","16566","17566","19544","21065","13470","19045","17250","21846","20572","11828","6795","4985","8545","10148","12371","16452","10893","16267","10937","12434","10949","13787","9653","10490","3561","0","0","5501","5909","9172","8957","11582","8925","10847","8628","7251","4465","7612","11380","13267","8145","9613","10993","15959","808522"
"其他","Others","台北101景觀台","Taipei 101 Observatory","200490","177877","185523","177751","165599","148835","158328","194286","149602","194757","190766","182236","183584","185776","217634","212639","203126","174405","196803","215234","123578","208122","226653","240628","163152","45053","10742","3344","10627","55186","74958","87856","68607","37771","24147","41976","28887","23610","22450","31121","5946","0","0","0","0","10576","16548","24179","13255","12919","12338","10068","4110","13261","29095","41067","24399","30379","39252","65515","5596626"
"其他","Others","雲仙樂園","Yun Hsien Resort","7620","13348","12087","14375","15959","10244","11829","10203","275","10744","8875","8071","4332","13442","5078","7640","11114","12015","13565","11012","10571","17201","13608","9212","11639","9047","5031","2834","7234","11019","15791","17669","8749","14399","9920","8043","10184","15596","9895","13613","6275","0","0","4001","6737","7823","7583","10214","6391","10146","8724","7585","3533","6047","12584","14115","6414","6422","7996","7820","563493"
"其他","Others","大板根森林溫泉酒店","The Great Roots Forestry Spa Resort","14072","17765","12879","15290","14211","16412","16738","15819","17464","18395","16959","18994","16835","15971","12903","14583","13768","16143","16968","16715","17241","18824","17068","17256","18952","9388","4328","3579","10917","14030","18483","24044","24010","29146","25429","17854","15004","14838","11146","13719","6499","244","1146","4482","4042","10302","17151","19815","13731","11448","11524","9941","2866","5462","15307","17588","19460","19759","15135","19880","869922"
"其他","Others","小人國主題樂園","Window on China Theme Park","21812","68542","53236","72084","43796","113999","96604","94988","34401","40671","39130","35570","31335","84346","53583","64201","40055","55822","89326","86506","40318","67479","59872","42047","43941","30867","12238","9653","21318","53593","122488","156707","22486","49064","45282","20790","17290","35267","43199","55522","14919","0","981","21116","23781","33000","48200","46197","18543","32110","35669","28022","10897","93677","80113","130481","39810","47105","47246","35100","2956395"
"其他","Others","埔心牧場","Wei Chuan Pushin Ranch","5738","30529","10938","15472","18277","13558","9752","111720","28340","31543","23747","12317","8325","30094","40970","68650","38640","38932","46317","45956","45516","90519","46580","31256","49775","43483","30467","26191","34838","49754","46969","68241","47060","71834","56893","32337","24330","43487","37761","65693","16607","0","4514","26757","23327","36562","45354","54400","15390","33588","39858","31494","8730","19163","30184","44820","38820","52889","46287","29915","2171458"
"其他","Others","桃園市客家文化館","Taoyuan City Hakka Cultural Park","0","0","0","0","0","0","0","0","0","0","0","0","28284","31527","46682","52252","58473","51319","56057","54984","45559","63049","64950","44033","27249","26248","21464","20208","38788","31487","37400","66364","56460","63749","57891","34319","30390","24806","33286","60618","39892","20332","22038","25089","25233","42624","57078","41388","19054","20988","29542","30825","24829","35817","42507","54102","35208","49459","48068","27904","1919873"
"其他","Others","永安漁港","Yong-an Fish Harbor","0","0","0","0","0","0","0","0","0","0","0","0","122081","156744","143002","166192","166190","129196","166352","170624","141354","206132","90554","101223","111137","95659","107993","101967","156025","138541","135067","145531","108852","163113","112800","63937","72382","137844","85107","92829","112077","86827","122619","153241","189106","226691","160045","166282","108975","144789","187483","192345","150605","199729","243644","211857","195172","217016","208978","136875","7002784"
"其他","Others","新屋綠色走廊","Xinwu Green Corridor","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64014","125456","79918","84236","154262","149438","184013","208030","229908","241613","210094","200963","171489","187948","228012","225460","184138","219198","238008","218497","213876","235108","236790","183367","4473836"
"其他","Others","六福村主題遊樂園","Leofoo Village Theme Park","54001","76275","86007","124060","90163","106329","213367","195836","111087","95543","107217","96624","64876","109758","91253","104779","77363","109699","242873","214557","104628","144176","126844","102376","75898","60693","24999","14730","29871","104369","270656","298231","74362","115878","91631","61879","46135","74846","47997","81635","21933","0","10260","89779","46973","118731","121811","143429","42338","58062","65022","62586","25954","41684","174618","240347","97709","151807","125909","96605","6059058"
"其他","Others","小叮噹科學主題樂園","Little Ding-Dong Science Theme Park","14605","21069","22462","34193","23133","17714","42195","44452","25070","32576","24202","25831","22997","29197","28924","33647","20801","20310","41719","44106","24554","31675","25057","21635","19439","11454","3714","2912","5947","21957","64652","85721","25789","34257","24943","17612","15925","19497","17058","29817","7964","0","706","12704","9739","21907","26149","28176","13625","18431","21459","13569","3783","9094","35657","50401","28109","31398","22997","25708","1454394"
"其他","Others","香格里拉樂園","Shangrila Paradise","5243","15740","7049","14060","9723","2710","5064","2269","8480","10360","10764","6175","1270","4122","4115","8553","4119","1493","878","1430","6364","6869","6031","6299","1373","218","10","7","28","2989","1514","2740","7758","6436","8352","6832","1481","200","4206","6926","768","0","0","3","185","4835","9019","8672","2085","344","4303","2366","815","16","5","1359","6441","8793","7608","7700","265567"
"其他","Others","西湖渡假村","West Lake Resortopia","6329","6920","7950","22808","10875","5837","2540","5150","4191","20040","9552","10124","10124","5835","8068","12252","10960","4964","3332","3711","5674","10661","8632","8659","9434","5131","5131","5384","4500","4210","7181","6233","5002","8709","6917","7612","7612","23501","6468","38304","10053","0","50","2420","2100","5467","5467","3401","2347","12916","3348","14811","7431","4569","7582","11425","8610","5399","5502","6667","476082"
"其他","Others","杉林溪森林生態渡假園區","Sun-Link-Sea Forest and Nature Resort","17071","30633","52600","81968","55539","62459","72548","50517","39135","40824","61959","40577","26065","47584","57326","69108","34640","68515","77102","36579","48196","58243","83854","40672","29043","36584","34666","23992","25611","87004","116530","86922","53618","67239","99397","53635","26345","39979","72062","83099","29550","0","9423","20257","30162","49552","128637","74332","29538","59924","68650","55728","15137","51795","85181","77064","53773","70076","106326","66422","3270967"
"其他","Others","泰雅渡假村","Atayal Village","11798","16436","8266","12439","4870","4713","4814","4595","5522","10320","5986","10607","5537","8310","5842","10631","5424","5629","4166","4286","5199","9706","8861","7485","8837","2992","849","1730","689","2214","1669","4442","4289","7681","4192","5044","5399","5890","572","2622","200","0","2","333","190","2455","11807","3584","1568","1621","1650","3317","72","459","1010","5466","2521","7760","3874","5983","294425"
"其他","Others","紙教堂見學園區","Paper Dome Education Center","12012","20501","11480","21223","11189","11657","21583","22491","15570","14978","11915","19001","12382","21108","13782","14382","7939","13374","19828","16231","13547","17894","15102","13003","18779","14745","6209","6483","6913","12095","15061","19229","11363","16283","12595","9354","10745","16465","7889","10208","3914","0","934","6177","6504","10141","12667","11672","8359","12537","7223","8359","3308","4389","10895","11912","6843","9716","7370","7914","717422"
"其他","Others","劍湖山世界","JanFuSun Fancyworld","61645","101780","81304","110455","69102","61909","93772","84680","62701","55993","59457","84664","48141","79461","59104","149014","41599","58229","101705","81345","90292","108081","87945","96607","63988","38495","13651","27495","15011","71580","136322","166838","50965","62497","56421","81282","44808","66286","78384","96636","13096","0","4095","25537","20936","41157","61252","94820","50425","50749","92016","50895","6633","20205","91376","142715","60611","63527","70077","128473","4088239"
"其他","Others","頑皮世界","Leopard King Safari Zoo","9122","28123","19003","17915","9047","10381","10388","7787","8277","13511","17139","16200","8949","25687","16378","16403","9287","11360","9711","8142","11493","19689","21253","12635","15645","12522","15163","15839","14287","33595","64765","81730","21194","42035","32351","31813","29706","46636","33480","29569","9869","0","3275","18068","24572","40423","41208","38873","35569","67029","40715","36566","9764","19960","58641","75846","35032","40537","32200","30566","1516923"
"其他","Others","8大森林樂園","Bada Forest Park","4633","14930","7096","12317","7103","5401","3252","1987","1193","1649","1968","2528","1138","7752","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12232","1403","6188","4506","8187","13853","3702","1196","1186","329","0","0","355","748","478","676","978","979","3423","759","1470","520","274","618","1540","1187","1181","1027","1688","143630"
"其他","Others","大路觀主題樂園","Dalukuanlamd","1778","3103","2186","10407","3339","4234","7409","4839","3012","3668","1055","2101","837","4861","2039","3007","1608","3484","3368","1337","2294","2352","1017","439","3896","896","1092","966","2153","4426","6727","6783","1221","1837","684","171","312","2666","111","1779","656","0","26","158","393","934","437","271","86","501","301","602","52","277","1494","1789","627","234","133","716","119181"
"其他","Others","小墾丁渡假村","Kentington Resort","5227","6319","6430","9670","6510","5845","8383","8647","4058","7796","5732","8490","4544","6695","4899","6995","7517","8009","11133","11547","9696","15252","14961","10701","6749","2193","1420","1648","2033","7099","13584","12876","8624","9820","10844","5355","3900","6286","4704","6999","3051","0","0","0","4351","6785","9094","7566","5137","6150","6394","6198","3158","3677","8286","12254","7599","7630","6400","8001","410921"
"其他","Others","清境高空觀景步道","Qingjing Sky Walk","0","0","0","0","0","0","0","0","0","0","0","0","37780","52288","39660","39721","27283","37912","53415","39735","39735","54191","46480","73342","32347","28255","14910","14405","27951","49523","70465","77709","39998","59707","53789","40050","28078","36871","25126","27919","13339","0","5163","19186","19964","28032","35645","35079","21215","25389","22738","20135","8362","13997","32319","36092","23094","30247","28309","31505","1618455"
"其他","Others","臺中公園","Taichung Park","216446","972707","1483601","260920","219377","232043","199467","186699","219469","221819","230989","219724","188011","215797","227799","247448","259934","276990","244719","197576","198277","235438","273414","298774","259447","204071","192975","268480","219895","206748","200526","212485","201069","231933","194394","256654","162927","372098","423608","203753","146983","84641","143561","138102","164929","191057","176812","119610","154144","143349","158433","135050","107029","107574","146394","153951","143714","147118","140028","145567","14186547"
"其他","Others","臺北市孔廟","Taipei Confucius Temple","38010","49297","43194","40703","34200","36211","29561","29557","32959","35456","35939","34076","36844","48003","36965","38348","40191","30134","34305","33299","36642","39629","38500","32453","46360","29433","19736","19727","18354","18961","18665","25909","23469","27527","22780","18000","27263","36942","25316","29372","11046","0","2606","17640","20357","26797","20085","20566","18968","18037","22865","18147","12423","14871","21369","22130","24887","21131","21274","21800","1649289"
"其他","Others","淡水紅毛城","Fort San Domingo","98795","99795","79936","77262","70763","63920","65404","68728","62330","76736","70225","80502","76729","83170","74645","74379","62945","52905","53861","60033","49793","83162","75215","81288","78656","31972","8639","0","8953","14699","16060","17512","14026","29290","29882","22452","24169","25534","19565","26007","6541","0","131","1825","2355","11936","26213","23537","14529","16922","18246","13358","6296","9214","18146","15693","14266","19581","30303","30004","2389033"
"其他","Others","滬尾礮臺","Hobe Fort","6477","5930","6631","8409","6700","5926","5323","5361","7612","7173","4504","6449","6251","6135","6770","6433","5799","4702","5986","6023","4919","11768","9336","6823","7152","5933","2906","0","2905","3472","3485","4966","3306","7034","7158","4246","4722","5598","4610","6397","1816","0","105","718","955","3347","4318","4103","3592","4926","5180","3604","2471","2633","3533","3740","3502","4718","5002","4426","294019"
"其他","Others","前清淡水關稅務司官邸 (小白宮)","Tamsui Customs Officer's Residence (Little White House)","14190","11365","13036","13515","11367","11163","10972","11664","12315","15799","15508","15374","23134","22260","19777","17943","15027","12748","13046","13748","12365","23724","19567","21428","21051","9426","3762","0","4279","7290","6994","7393","7400","16947","12957","9920","9473","8480","6719","10244","2128","0","82","823","1077","6454","9228","9322","5539","6138","8289","6640","3711","3994","6195","6300","6780","8615","10900","9863","625448"
"其他","Others","北埔老街","Beipu Old Street","55494","54320","75416","64574","62218","49902","56778","60082","60502","61640","61352","70132","64014","75112","69870","65940","67734","56980","51152","56714","52638","63348","61008","54328","51764","47432","35898","35080","54130","57138","63686","88690","78040","100008","79452","70384","78916","82934","35722","36480","17452","750","1016","63792","58422","151580","191884","212185","76050","144576","98100","96786","58027","75582","80190","64350","56304","95112","81054","81522","4171736"
"其他","Others","彰化孔子廟","Confucius Temple, Chunghua","2287","1648","2156","2598","2781","2086","2498","2529","2140","2336","2031","2543","3237","2263","2504","2359","2306","1745","2356","1751","2193","2413","2078","1923","2920","2003","1885","1349","1337","1828","2013","1849","2008","2517","1869","1774","1939","1844","1955","1955","724","0","67","398","783","1812","1765","2868","1748","1252","1766","1720","1444","1300","1996","1685","1577","3045","2117","2685","116558"
"其他","Others","臺北市立兒童新樂園","Taipei Children’s Amusement Park","147262","202301","159282","229796","138925","149938","225838","223009","124169","160701","141012","177221","179866","203017","157292","209965","113278","141815","205950","226728","102294","183178","151861","177170","179279","129155","41216","38305","68711","146954","202612","220331","75443","160552","113242","83933","113812","157701","104157","156444","39592","0","0","42933","36838","70285","86657","102330","64911","105323","102509","62184","21089","57707","173043","212998","72424","144611","125396","124447","7768992"
"其他","Others","台北植物園","Taipei Botanical Garden","74279","56564","106103","120347","113979","163816","133966","122368","132721","157531","151566","122620","148896","125984","156751","177363","168468","137033","107641","97306","95753","122683","115965","138274","130363","135018","159933","152294","160533","147778","146182","134552","141413","149577","152387","119984","142986","132955","177340","171243","74947","0","16143","38825","49698","71915","101827","108441","94219","62728","131244","106795","86349","89342","105690","99261","98973","100898","78457","62846","6981113"
"其他","Others","基隆嶼","Keelung Islet","0","4","5","0","460","9","3","52","194","294","25","2","0","8","9","1068","1794","8747","21255","10024","13057","12985","5104","814","27","103","118","203","212","620","17591","17310","15333","211","0","0","0","0","3392","16560","10059","0","0","3519","7562","10283","0","8","0","151","524","283","1789","365","715","11108","10069","6668","0","0","210696"
"其他","Others","華山1914文化創意產業園區","Huashan 1914 Creative Park","204497","170818","267961","321277","243585","180790","444216","387174","267983","233936","187096","336936","551630","604095","395673","223432","282097","294368","295553","276520","215981","218690","307961","302193","304549","224323","77984","20870","51646","62830","230071","173483","171580","250585","149645","123726","201037","364808","286081","318797","71458","0","63987","64686","92284","183332","124950","177246","243078","233357","131136","118189","84794","98213","182677","253712","186583","101833","153428","241122","13032542"
"其他","Others","松山文創園區","Songshan Cultural and Creative Park","0","0","0","0","0","0","0","0","0","0","0","0","487236","694595","482483","608166","614046","521409","548936","573332","461637","563874","583391","631016","595964","488748","377001","482483","334997","344118","500972","563224","433988","480786","502202","490492","537408","489627","510866","513970","255314","90596","123927","233779","270165","373248","418786","464391","429762","373848","511064","389160","277617","359914","516202","574207","473533","421938","515160","488485","21978063"
"其他","Others","鶯歌老街","Yingge Historic Street","61248","70326","59976","57495","82850","75372","75089","84588","85328","82174","77918","63753","67372","77359","65973","63244","85335","76577","76228","85849","86595","83420","79864","64701","65686","78398","57664","65141","88066","78413","77386","88000","88769","85520","85520","65666","66672","88921","88921","66772","68661","34032","32680","60703","91000","86977","82361","67637","68341","90973","59997","68096","17927","26616","45848","78417","27827","35611","29842","125843","4223538"
"其他","Others","三峽老街","Sansia Old Street","228000","284000","171000","155000","139000","129000","129000","145000","137000","151000","175000","170000","240000","299000","172000","156000","139000","116000","123000","146000","136000","151000","173000","172000","300000","182000","84000","63000","71000","95000","127000","144000","150000","146000","128000","131000","230000","200000","200000","73000","29000","500","1400","2400","42000","54000","55000","40000","59500","105600","68700","32600","28900","34000","100000","50400","37657","53900","74000","52700","7282257"
"其他","Others","八里左岸公園","Bali Zou-an","235000","285000","286000","319000","297000","296000","298000","241000","280000","237000","255000","270000","353000","309000","278000","288000","265000","335000","335000","331000","265000","340000","289000","265000","263000","294000","281900","222000","289000","321300","272000","340200","281880","411480","354240","316440","408240","365040","365040","394200","183440","3900","4000","9400","249180","270420","257040","251640","273240","272160","285120","287280","19300","145000","178000","166500","111000","216400","297000","268920","15880900"
"其他","Others","淡水金色水岸","Golden Coast","330000","397000","396000","448000","410000","408000","404000","331000","393000","332000","348000","384000","260000","434000","383000","393000","347000","431000","431000","429000","347000","438000","399000","345000","377000","388000","362400","301000","368000","416850","355000","436320","365040","543900","467720","403920","522720","484420","484420","509760","244100","4800","4900","10200","325080","352510","350580","334880","378240","373340","377580","388380","21300","190500","235500","216000","150500","306000","384000","361960","21014820"
"其他","Others","竹圍漁港","Zhuwei Fishing Port","137806","154076","149853","152228","151553","153827","199754","182282","160140","166176","160768","103970","137471","168499","151612","156230","156730","154470","201233","205689","165341","182794","188567","113405","159655","112853","132858","140384","203261","166295","173393","202153","158470","251650","191889","116859","121534","228964","138385","132974","107455","103668","154361","191253","212197","271668","218790","170299","134857","145420","168699","170157","144438","205490","227497","204288","202015","249426","234564","151569","10154162"
"其他","Others","大湖草莓文化館","Dahu Strawberry Culture Museum","196011","407850","183717","109248","35106","23029","28007","24550","16302","26572","34514","138219","200967","369530","167688","75537","18889","15690","16943","18276","18317","21188","25989","80804","143894","349952","104571","83656","45640","46287","46158","64194","44918","48213","63944","212252","282597","374684","44293","8068","2871","17","245","1867","2790","5106","10473","25574","27370","29391","12771","6105","2606","2805","4251","4432","3913","6137","9323","25348","4399659"
"其他","Others","客家大院","Hakka courtyard","1500","5000","2800","18000","15000","8500","6000","5000","3800","4000","3500","5000","2500","5200","4000","13700","8500","2700","1500","2500","3500","3850","4235","4530","4757","3806","1522","1066","3000","3500","3600","5214","3000","2600","2000","3000","3500","3500","3500","3005","2103","0","369","878","1572","3210","4564","4269","3251","4735","3135","2611","1678","2523","2545","2601","2634","2701","2733","2741","236238"
"其他","Others","客家圓樓","Hakka Round House","0","0","0","0","0","0","0","0","0","0","0","0","15466","22844","20798","18026","19268","21308","21014","19106","18037","19768","21744","23918","15305","9183","5546","4437","6521","9207","10128","11773","10801","14322","12824","14654","10243","14624","9888","12396","3986","0","701","1694","3024","6175","8777","8370","6251","9105","6147","5120","2867","4567","0","0","0","0","0","0","479933"
"其他","Others","田尾公路花園","Tienwei Highway Garden","146820","430540","132660","126600","43365","41130","42945","31770","63945","94260","80680","156380","125360","574182","124050","135750","68440","47400","42690","44295","54210","124400","146980","122600","416409","153940","120426","69960","47996","44076","60028","65618","70757","82538","73885","80589","90648","102886","60770","45756","23155","0","1806","31603","29254","64300","158500","155300","87200","231800","74500","68100","36400","33800","25100","24500","30550","65100","64400","94000","5887102"
"其他","Others","溪州公園","Sijhou Park","8331","1137182","188945","77666","54477","39220","40938","30302","26918","26115","37756","70778","6325","874968","59157","75659","36623","32283","25587","31861","30929","99319","66311","51758","486934","406607","43366","39445","33310","25363","26151","30556","29456","74162","89563","70598","32606","235297","47909","52383","13153","0","8035","21961","36380","41897","83617","59161","24819","768943","39437","30950","14020","15061","15982","9839","204343","181142","26820","18829","6467503"
"其他","Others","臺灣玻璃館","TAIWAN GLASS GALLERY","57514","105984","65294","95787","65134","71396","79928","60724","62841","64642","51463","60280","44221","87548","61163","63981","61824","76358","64702","61031","69348","72869","62542","60103","78844","44984","34969","31982","46118","76508","72265","78670","70885","111341","89669","79758","83394","115926","80438","86853","33415","0","0","15850","31649","53146","40599","37785","18619","46166","24661","21517","10067","14360","26002","28744","26976","32679","24847","21525","3317888"
"其他","Others","扇形車庫","Rail Roundhouse","0","0","0","0","0","0","0","0","0","0","0","0","30478","43466","32532","16743","18187","33183","31147","33199","28373","34454","30640","28666","32642","31172","20794","11411","1931","9384","8687","9127","14452","32636","26474","32360","35149","44710","32143","40792","14072","0","0","0","0","0","30104","35412","32892","49595","37838","31468","15011","21119","45124","44367","30617","36314","28745","36594","1234204"
"其他","Others","內灣老街","Neiwan Old Street","333670","335538","146911","134340","91763","96238","194550","113596","67676","85392","15172","20695","18245","26699","59799","163500","120614","135565","132329","116862","110403","132640","135048","127433","155057","135905","8552","7476","72944","77569","94700","168980","145692","214204","166859","160530","145687","183969","154419","180333","78910","3657","30010","73861","93358","129307","146009","169961","109772","143038","121119","147798","94991","115063","153524","118053","67740","96323","101393","106665","7088106"
